InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
526403,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,2010-10-11 13:49:00,0.85,,United Kingdom
538883,84884a,ANT WHITE WIRE HEART SPIRAL,2,2010-12-14 15:56:00,8.47,,United Kingdom
537227,22193,RED DINER WALL CLOCK,2,2010-12-06 08:42:00,8.5,17677.0,United Kingdom
526163,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-10-08 17:28:00,3.75,15579.0,United Kingdom
530280,90042C,FRESHWATER PEARL BRACELET IVORY,4,2010-11-02 12:02:00,2.55,16117.0,United Kingdom
526273,21259,VICTORIAN SEWING BOX SMALL ,1,2010-10-11 11:34:00,5.95,16520.0,United Kingdom
525476,21174,POTTERING IN THE SHED METAL SIGN,12,2010-10-05 15:25:00,1.95,,United Kingdom
532617,22202,MILK PAN PINK POLKADOT,1,2010-11-12 15:23:00,7.62,,United Kingdom
526403,62094B,TURQ ICE CREAM BUM BAG ,1,2010-10-11 13:49:00,5.06,,United Kingdom
536531,22730,ALARM CLOCK BAKELIKE IVORY,9,2010-12-01 13:23:00,3.75,15485.0,United Kingdom
530433,21932,SCANDINAVIAN PAISLEY PICNIC BAG,5,2010-11-03 10:46:00,2.95,12673.0,Germany
531439,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2010-11-08 12:22:00,2.95,12748.0,United Kingdom
538040,22659,LUNCH BOX I LOVE LONDON,3,2010-12-09 13:08:00,1.95,16520.0,United Kingdom
535816,22469,HEART OF WICKER SMALL,4,2010-11-28 15:25:00,1.65,14986.0,United Kingdom
529850,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2010-10-31 13:35:00,2.1,16788.0,United Kingdom
537065,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2010-12-05 11:57:00,1.25,12567.0,France
527890,22572,ROCKING HORSE GREEN CHRISTMAS ,12,2010-10-19 12:15:00,0.85,17365.0,United Kingdom
539434,22621,TRADITIONAL KNITTING NANCY,1,2010-12-17 14:41:00,3.36,,United Kingdom
537666,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,2010-12-07 18:36:00,5.91,,United Kingdom
537781,21328,BALLOONS  WRITING SET ,1,2010-12-08 12:46:00,1.65,17341.0,United Kingdom
535465,82605,OLD DOC RUSSEL METAL SIGN,1,2010-11-26 13:22:00,2.1,16254.0,United Kingdom
530611,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-11-03 15:39:00,2.95,13049.0,United Kingdom
535472,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2010-11-26 13:50:00,1.95,12637.0,France
534164,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2010-11-21 13:13:00,1.65,16241.0,United Kingdom
529296,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,24,2010-10-27 12:20:00,0.42,15159.0,United Kingdom
527043,21213,PACK OF 72 SKULL CAKE CASES,2,2010-10-14 12:32:00,0.55,18090.0,United Kingdom
527077,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-10-14 15:23:00,1.65,13093.0,United Kingdom
537772,22082,RIBBON REEL STRIPES DESIGN ,5,2010-12-08 12:35:00,1.65,18043.0,United Kingdom
534513,21755,LOVE BUILDING BLOCK WORD,7,2010-11-23 11:52:00,5.95,17975.0,United Kingdom
533004,21174,POTTERING IN THE SHED METAL SIGN,1,2010-11-15 15:03:00,1.95,17231.0,United Kingdom
534389,82482,WOODEN PICTURE FRAME WHITE FINISH,15,2010-11-22 13:02:00,2.55,,United Kingdom
534194,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2010-11-21 14:36:00,2.1,13069.0,United Kingdom
535396,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-11-26 10:43:00,1.25,12540.0,Spain
539451,21934,SKULL SHOULDER BAG,1,2010-12-17 16:59:00,3.36,,United Kingdom
526042,10120,DOGGY RUBBER,30,2010-10-08 11:49:00,0.21,17864.0,United Kingdom
538095,20828,GLITTER BUTTERFLY CLIPS,1,2010-12-09 14:55:00,2.55,17097.0,Spain
537645,22681,FRENCH BLUE METAL DOOR SIGN 6,1,2010-12-07 15:34:00,2.51,,United Kingdom
537464,22866,HAND WARMER SCOTTY DOG DESIGN,24,2010-12-07 10:14:00,2.1,14907.0,United Kingdom
527104,21822,GLITTER CHRISTMAS TREE WITH BELLS,24,2010-10-14 17:09:00,1.95,14911.0,EIRE
526181,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-10-10 11:47:00,2.55,12862.0,United Kingdom
534055,22178,VICTORIAN GLASS HANGING T-LIGHT,36,2010-11-21 10:40:00,1.25,14961.0,United Kingdom
539451,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,2,2010-12-17 16:59:00,1.66,,United Kingdom
532757,22195,LARGE HEART MEASURING SPOONS,1,2010-11-14 13:42:00,1.65,17288.0,United Kingdom
527362,21488,RED WHITE SCARF  HOT WATER BOTTLE,4,2010-10-17 10:57:00,3.95,14907.0,United Kingdom
530809,22840,ROUND CAKE TIN VINTAGE RED,3,2010-11-04 13:02:00,7.95,13772.0,United Kingdom
529315,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",12,2010-10-27 13:29:00,1.95,14911.0,EIRE
529270,22835,HOT WATER BOTTLE I AM SO POORLY,1,2010-10-27 11:50:00,4.65,14527.0,United Kingdom
536991,22573,STAR WOODEN CHRISTMAS DECORATION,6,2010-12-03 15:16:00,0.85,,United Kingdom
534859,22161,HEART DECORATION RUSTIC HANGING ,1,2010-11-24 13:56:00,0.81,,United Kingdom
528076,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,2010-10-20 12:42:00,2.95,16523.0,United Kingdom
534388,21243,PINK  POLKADOT PLATE ,1,2010-11-22 12:59:00,1.69,14994.0,United Kingdom
529079,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2010-10-26 13:00:00,2.95,16034.0,United Kingdom
531440,22712,CARD DOLLY GIRL ,12,2010-11-08 12:28:00,0.42,16470.0,United Kingdom
535322,22614,PACK OF 12 SPACEBOY TISSUES,1,2010-11-25 15:19:00,0.85,,United Kingdom
530818,22736,RIBBON REEL MAKING SNOWMEN ,1,2010-11-04 13:14:00,1.65,13772.0,United Kingdom
526495,21754,HOME BUILDING BLOCK WORD,3,2010-10-12 09:47:00,5.95,13921.0,United Kingdom
534767,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2010-11-24 10:30:00,0.85,16125.0,United Kingdom
537240,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,2,2010-12-06 10:08:00,7.62,,United Kingdom
527095,22718,CARD CAT AND TREE ,12,2010-10-14 16:24:00,0.42,17823.0,United Kingdom
525952,22535,MAGIC DRAWING SLATE BUNNIES ,1,2010-10-07 19:03:00,0.42,14525.0,United Kingdom
537641,22488,NATURAL SLATE RECTANGLE CHALKBOARD,1,2010-12-07 15:32:00,3.36,,United Kingdom
537133,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-05 12:29:00,3.95,18156.0,United Kingdom
525087,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2010-10-03 16:00:00,1.25,13326.0,United Kingdom
527017,40016,CHINESE DRAGON PAPER LANTERNS,24,2010-10-14 11:43:00,0.42,14696.0,United Kingdom
530422,22178,VICTORIAN GLASS HANGING T-LIGHT,4,2010-11-03 09:36:00,2.51,,United Kingdom
528657,22429,ENAMEL MEASURING JUG CREAM,1,2010-10-24 12:44:00,4.25,14277.0,France
534163,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-11-21 13:00:00,2.55,14512.0,United Kingdom
535821,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2010-11-28 15:52:00,2.95,17707.0,United Kingdom
535783,22694,WICKER STAR ,1,2010-11-28 13:56:00,2.1,15547.0,United Kingdom
529847,85040A,S/4 PINK FLOWER CANDLES IN BOWL,4,2010-10-31 13:23:00,1.65,13050.0,United Kingdom
534020,22568,FELTCRAFT CUSHION OWL,2,2010-11-19 14:40:00,3.75,15846.0,United Kingdom
526155,21211,SET OF 72 SKULL PAPER  DOILIES,96,2010-10-08 15:56:00,1.45,17404.0,Sweden
528633,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2010-10-24 11:25:00,2.55,13544.0,United Kingdom
533501,22732,3D VINTAGE CHRISTMAS STICKERS ,2,2010-11-17 13:50:00,1.25,15862.0,United Kingdom
524942,22452,MEASURING TAPE BABUSHKA PINK,6,2010-10-01 12:17:00,2.95,12639.0,Sweden
533761,22150,3 STRIPEY MICE FELTCRAFT,1,2010-11-18 14:52:00,1.95,17841.0,United Kingdom
531245,22908,PACK OF 20 NAPKINS RED APPLES,2,2010-11-07 10:53:00,0.85,13259.0,United Kingdom
535124,21484,CHICK GREY HOT WATER BOTTLE,24,2010-11-25 11:34:00,3.45,13851.0,United Kingdom
531550,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,6,2010-11-09 09:13:00,2.95,14114.0,United Kingdom
534389,22692,DOORMAT WELCOME TO OUR HOME,1,2010-11-22 13:02:00,7.95,,United Kingdom
538566,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3,2010-12-13 11:21:00,4.21,,United Kingdom
539453,71053,WHITE METAL LANTERN,1,2010-12-17 17:08:00,8.47,,United Kingdom
537374,22075,6 RIBBONS ELEGANT CHRISTMAS ,3,2010-12-06 12:55:00,1.65,17259.0,United Kingdom
537823,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2010-12-08 14:25:00,3.36,,United Kingdom
539294,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,2010-12-16 16:45:00,4.95,15532.0,United Kingdom
535835,22620,4 TRADITIONAL SPINNING TOPS,1,2010-11-29 09:46:00,2.51,,United Kingdom
528385,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2010-10-21 18:31:00,4.95,14686.0,United Kingdom
529215,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,2010-10-27 10:42:00,8.5,12591.0,Italy
531843,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2010-11-10 09:34:00,11.02,,United Kingdom
529987,20754,RETROSPOT RED WASHING UP GLOVES,1,2010-10-31 15:54:00,2.1,18116.0,United Kingdom
526153,22374,AIRLINE BAG VINTAGE JET SET RED,4,2010-10-08 15:30:00,4.25,14911.0,EIRE
537823,21813,GARLAND WITH STARS AND BELLS,2,2010-12-08 14:25:00,10.17,,United Kingdom
539502,22312,OFFICE MUG WARMER POLKADOT,2,2010-12-20 11:14:00,2.95,14099.0,United Kingdom
537144,22198,LARGE POPCORN HOLDER ,2,2010-12-05 13:00:00,1.65,15880.0,United Kingdom
526185,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2010-10-10 11:58:00,1.25,16579.0,United Kingdom
539958,84692,BOX OF 24 COCKTAIL PARASOLS,1,2010-12-23 13:26:00,0.85,,United Kingdom
532158,22632,HAND WARMER RED RETROSPOT,1,2010-11-11 12:18:00,2.1,16395.0,United Kingdom
526125,22947,WOODEN ADVENT CALENDAR RED,2,2010-10-08 13:58:00,16.95,16128.0,United Kingdom
525949,21063,PARTY INVITES JAZZ HEARTS,12,2010-10-07 18:27:00,0.85,15498.0,United Kingdom
538009,22788,BROCANTE COAT RACK,2,2010-12-09 12:17:00,9.95,14911.0,EIRE
535654,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1,2010-11-28 11:08:00,4.25,17580.0,United Kingdom
536152,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2010-11-30 11:50:00,2.1,16223.0,United Kingdom
536876,22118,JOY WOODEN BLOCK LETTERS,1,2010-12-03 11:36:00,11.87,,United Kingdom
528477,22029,SPACEBOY BIRTHDAY CARD,12,2010-10-22 12:02:00,0.42,18022.0,United Kingdom
526120,84946,ANTIQUE SILVER TEA GLASS ETCHED,24,2010-10-08 13:30:00,1.25,13093.0,United Kingdom
536260,85034A,3 GARDENIA MORRIS BOXED CANDLES,4,2010-11-30 15:21:00,4.25,13901.0,United Kingdom
526659,22434,BALLOON PUMP WITH 10 BALLOONS,3,2010-10-12 15:04:00,1.95,15570.0,United Kingdom
529133,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2010-10-26 14:47:00,8.47,,United Kingdom
526384,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-10-11 12:34:00,2.55,18135.0,United Kingdom
536409,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,2010-12-01 11:45:00,1.65,17908.0,United Kingdom
526298,21530,DAIRY MAID TOASTRACK,1,2010-10-11 12:00:00,2.95,14590.0,United Kingdom
538153,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2010-12-09 16:31:00,8.47,,United Kingdom
530392,22840,ROUND CAKE TIN VINTAGE RED,2,2010-11-02 17:16:00,7.95,16705.0,United Kingdom
534066,10123C,HEARTS WRAPPING TAPE ,1,2010-11-21 11:28:00,0.65,17920.0,United Kingdom
527444,79321,CHILLI LIGHTS,1,2010-10-18 09:28:00,10.17,,United Kingdom
537645,21218,RED SPOTTY BISCUIT TIN,1,2010-12-07 15:34:00,8.47,,United Kingdom
530753,20828,GLITTER BUTTERFLY CLIPS,18,2010-11-04 11:56:00,2.55,12949.0,United Kingdom
537823,21231,SWEETHEART CERAMIC TRINKET BOX,2,2010-12-08 14:25:00,2.51,,United Kingdom
536401,22428,ENAMEL FIRE BUCKET CREAM,2,2010-12-01 11:21:00,6.95,15862.0,United Kingdom
525755,21680,WOODLAND  STICKERS,1,2010-10-07 10:23:00,1.66,,United Kingdom
536985,22192,BLUE DINER WALL CLOCK,2,2010-12-03 14:40:00,8.5,15373.0,United Kingdom
526712,22712,CARD DOLLY GIRL ,12,2010-10-12 16:38:00,0.42,14154.0,United Kingdom
534321,22273,FELTCRAFT DOLL MOLLY,2,2010-11-22 11:37:00,2.95,15039.0,United Kingdom
537692,22065,CHRISTMAS PUDDING TRINKET POT ,4,2010-12-08 10:40:00,1.45,14796.0,United Kingdom
537955,79066K,RETRO MOD TRAY,2,2010-12-09 11:28:00,0.85,16782.0,United Kingdom
537626,20780,BLACK EAR MUFF HEADPHONES,12,2010-12-07 14:57:00,4.65,12347.0,Iceland
536635,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2010-12-02 11:22:00,2.1,15955.0,United Kingdom
532297,47594B,SCOTTIES DESIGN WASHBAG,2,2010-11-11 13:50:00,1.95,13979.0,United Kingdom
531036,37423,WHITE WITH BLACK CATS PLATE,1,2010-11-05 11:58:00,1.66,,United Kingdom
529694,22594,CHRISTMAS GINGHAM TREE,24,2010-10-29 12:48:00,0.85,16836.0,United Kingdom
538068,21651,HANGING GLASS ETCHED TEALIGHT,12,2010-12-09 14:05:00,1.65,17978.0,United Kingdom
539225,21164,HOME SWEET HOME METAL SIGN ,6,2010-12-16 13:02:00,2.95,15379.0,United Kingdom
532229,22570,FELTCRAFT CUSHION RABBIT,4,2010-11-11 12:38:00,3.75,14868.0,United Kingdom
530437,20760,GARDEN PATH POCKET BOOK,1,2010-11-03 11:13:00,0.85,15915.0,United Kingdom
531248,22478,BIRDHOUSE GARDEN MARKER ,2,2010-11-07 10:59:00,1.25,16444.0,United Kingdom
533947,22423,REGENCY CAKESTAND 3 TIER,1,2010-11-19 12:09:00,12.75,17862.0,United Kingdom
527819,22523,CHILDS GARDEN FORK PINK,1,2010-10-19 11:22:00,0.85,16515.0,United Kingdom
538071,22817,CARD SUKI BIRTHDAY,1,2010-12-09 14:09:00,0.85,,United Kingdom
537441,21479,WHITE SKULL HOT WATER BOTTLE ,3,2010-12-06 17:26:00,3.75,13564.0,United Kingdom
531922,22780,LIGHT GARLAND BUTTERFILES PINK,1,2010-11-10 12:09:00,4.25,17974.0,United Kingdom
535253,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,2010-11-25 13:08:00,4.25,16874.0,United Kingdom
532297,22555,PLASTERS IN TIN STRONGMAN,1,2010-11-11 13:50:00,1.65,13979.0,United Kingdom
526412,85135C,RED DRAGONFLY HELICOPTER,1,2010-10-11 14:15:00,7.95,13959.0,United Kingdom
525025,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,5,2010-10-03 12:07:00,3.75,13838.0,United Kingdom
535263,22604,SET OF 4 NAPKIN CHARMS CUTLERY,3,2010-11-25 13:29:00,2.55,14710.0,United Kingdom
537044,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,4,2010-12-05 10:52:00,4.25,18055.0,United Kingdom
537484,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2010-12-07 11:30:00,4.95,14733.0,United Kingdom
527129,22028,PENNY FARTHING BIRTHDAY CARD,12,2010-10-15 09:29:00,0.42,16153.0,United Kingdom
526420,21967,PACK OF 12 SKULL TISSUES,24,2010-10-11 14:45:00,0.29,14852.0,United Kingdom
537044,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-05 10:52:00,2.95,18055.0,United Kingdom
529843,22669,RED BABY BUNTING ,2,2010-10-31 12:56:00,2.95,16065.0,United Kingdom
536206,21704,BAG 250g SWIRLY MARBLES,72,2010-11-30 13:20:00,0.85,13450.0,United Kingdom
531245,21986,PACK OF 12 PINK POLKADOT TISSUES,12,2010-11-07 10:53:00,0.29,13259.0,United Kingdom
527890,21561,DINOSAUR LUNCH BOX WITH CUTLERY,2,2010-10-19 12:15:00,2.55,17365.0,United Kingdom
532963,21014,SWISS CHALET TREE DECORATION ,4,2010-11-15 12:35:00,0.85,16710.0,United Kingdom
526387,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2010-10-11 12:48:00,1.95,16005.0,United Kingdom
530654,21411,GINGHAM HEART  DOORSTOP RED,2,2010-11-04 09:41:00,8.47,,United Kingdom
533338,79000,MOROCCAN TEA GLASS,6,2010-11-16 18:18:00,1.69,,United Kingdom
531543,84596F,SMALL MARSHMALLOWS PINK BOWL,1,2010-11-08 17:34:00,1.25,13691.0,United Kingdom
528504,84247E,PACK/12 XMAS FUN CARD,1,2010-10-22 12:22:00,2.95,16428.0,United Kingdom
534709,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2010-11-23 16:53:00,4.21,,United Kingdom
537160,21868,POTTING SHED TEA MUG,6,2010-12-05 13:18:00,1.25,14161.0,United Kingdom
538826,22568,FELTCRAFT CUSHION OWL,2,2010-12-14 12:58:00,3.75,12370.0,Cyprus
532023,22659,LUNCH BOX I LOVE LONDON,1,2010-11-10 13:13:00,1.95,14963.0,United Kingdom
536833,22464,HANGING METAL HEART LANTERN,12,2010-12-02 17:48:00,1.65,18239.0,United Kingdom
537648,20719,WOODLAND CHARLOTTE BAG,10,2010-12-07 15:48:00,0.85,12839.0,United Kingdom
536846,22607,WOODEN ROUNDERS GARDEN SET ,1,2010-12-02 19:59:00,9.95,14573.0,United Kingdom
525015,21017,RED BIRD HOUSE TREE DECORATION,1,2010-10-03 11:26:00,0.85,16868.0,United Kingdom
538008,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2010-12-09 12:17:00,0.85,12683.0,France
537362,22297,HEART IVORY TRELLIS SMALL,5,2010-12-06 12:34:00,1.25,17596.0,United Kingdom
531903,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2010-11-10 12:03:00,2.55,13632.0,United Kingdom
537823,22469,HEART OF WICKER SMALL,5,2010-12-08 14:25:00,3.36,,United Kingdom
527246,15056N,EDWARDIAN PARASOL NATURAL,1,2010-10-15 12:20:00,5.95,15967.0,United Kingdom
527925,22813,PACK 3 BOXES BIRD PANNETONE ,4,2010-10-19 13:20:00,1.95,17397.0,United Kingdom
531231,15056N,EDWARDIAN PARASOL NATURAL,12,2010-11-05 17:24:00,5.95,,EIRE
527407,22511,RETROSPOT BABUSHKA DOORSTOP,1,2010-10-17 14:44:00,3.75,17141.0,United Kingdom
527306,22600,CHRISTMAS RETROSPOT STAR WOOD,19,2010-10-15 14:45:00,0.85,13052.0,United Kingdom
539731,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,72,2010-12-21 15:05:00,3.39,14646.0,Netherlands
528405,21136,PAINTED METAL PEARS ASSORTED,8,2010-10-22 09:06:00,1.69,16777.0,United Kingdom
531366,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2010-11-07 14:52:00,2.95,14038.0,United Kingdom
531489,22121,NOEL WOODEN BLOCK LETTERS ,1,2010-11-08 15:02:00,11.87,,United Kingdom
536600,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 08:32:00,2.55,17850.0,United Kingdom
529818,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2010-10-31 11:22:00,8.5,14087.0,United Kingdom
539262,21873,IF YOU CAN'T STAND THE HEAT MUG,36,2010-12-16 14:35:00,0.42,15789.0,United Kingdom
532816,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-11-14 16:12:00,0.42,15726.0,United Kingdom
529623,21495,SKULLS AND CROSSBONES WRAP,50,2010-10-29 11:49:00,0.42,15544.0,United Kingdom
538369,22301,COFFEE MUG CAT + BIRD DESIGN,4,2010-12-12 11:06:00,2.55,17251.0,United Kingdom
537240,22781,GUMBALL MAGAZINE RACK,1,2010-12-06 10:08:00,15.28,,United Kingdom
531210,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2,2010-11-05 16:07:00,0.65,13263.0,United Kingdom
536197,22604,SET OF 4 NAPKIN CHARMS CUTLERY,4,2010-11-30 13:02:00,2.55,13444.0,United Kingdom
535838,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-11-29 10:07:00,0.95,12352.0,Norway
530838,22810,SET OF 6 T-LIGHTS SNOWMEN,2,2010-11-04 14:00:00,2.95,13395.0,United Kingdom
525953,21213,PACK OF 72 SKULL CAKE CASES,24,2010-10-07 19:16:00,0.55,13291.0,United Kingdom
526932,22468,BABUSHKA LIGHTS STRING OF 10,1,2010-10-14 09:35:00,13.57,,United Kingdom
537240,22818,CARD CHRISTMAS VILLAGE,10,2010-12-06 10:08:00,0.85,,United Kingdom
534389,90201B,BLACK ENAMEL FLOWER RING,1,2010-11-22 13:02:00,2.96,,United Kingdom
531387,90129A,PINK GLASS TASSLE BAG CHARM ,1,2010-11-08 09:20:00,1.66,,United Kingdom
525862,22261,FELT EGG COSY WHITE RABBIT ,1,2010-10-07 13:21:00,0.85,14606.0,United Kingdom
524958,22300,COFFEE MUG DOG + BALL DESIGN,1,2010-10-01 13:30:00,5.06,,United Kingdom
532654,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,1,2010-11-14 10:56:00,2.95,17300.0,United Kingdom
527796,22903,CALENDAR FAMILY FAVOURITES,160,2010-10-19 11:14:00,2.55,12454.0,Spain
537262,48185,DOORMAT FAIRY CAKE,1,2010-12-06 11:26:00,7.95,15039.0,United Kingdom
531120,85106,CUT GLASS HEXAGON T-LIGHT HOLDER,3,2010-11-05 12:53:00,2.55,,United Kingdom
528613,21484,CHICK GREY HOT WATER BOTTLE,1,2010-10-22 15:57:00,7.62,,United Kingdom
539716,22835,HOT WATER BOTTLE I AM SO POORLY,10,2010-12-21 12:57:00,4.65,17990.0,United Kingdom
534752,22386,JUMBO BAG PINK POLKADOT,3,2010-11-24 09:55:00,5.06,,United Kingdom
537240,20867,PINK ROSE FABRIC MIRROR,1,2010-12-06 10:08:00,2.51,,United Kingdom
538855,21244,BLUE POLKADOT PLATE ,8,2010-12-14 13:50:00,1.69,16503.0,United Kingdom
534459,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,3,2010-11-23 09:12:00,4.21,,United Kingdom
537434,22917,HERB MARKER ROSEMARY,1,2010-12-06 16:57:00,1.66,,United Kingdom
525030,22505,MEMO BOARD COTTAGE DESIGN,8,2010-10-03 12:18:00,4.95,15351.0,United Kingdom
527382,90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,1,2010-10-17 12:59:00,8.5,15774.0,United Kingdom
526492,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010-10-12 09:25:00,1.95,16574.0,United Kingdom
538510,22735,RIBBON REEL SOCKS AND MITTENS,1,2010-12-12 13:47:00,1.65,18004.0,United Kingdom
528304,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,6,2010-10-21 12:05:00,2.1,16550.0,United Kingdom
537209,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3,2010-12-05 15:12:00,0.85,14606.0,United Kingdom
525709,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2010-10-06 13:44:00,1.45,13554.0,United Kingdom
533338,22694,WICKER STAR ,1,2010-11-16 18:18:00,4.21,,United Kingdom
537868,22539,MINI JIGSAW DOLLY GIRL,24,2010-12-08 16:49:00,0.42,12433.0,Norway
537245,22633,HAND WARMER UNION JACK,12,2010-12-06 10:24:00,2.1,14748.0,United Kingdom
528179,20718,RED RETROSPOT SHOPPER BAG,10,2010-10-21 10:49:00,1.25,14227.0,United Kingdom
534501,21524,DOORMAT SPOTTY HOME SWEET HOME,3,2010-11-23 11:26:00,7.95,18055.0,United Kingdom
527728,22355,CHARLOTTE BAG SUKI DESIGN,1,2010-10-18 15:44:00,1.66,,United Kingdom
525800,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2010-10-07 11:33:00,2.95,17068.0,United Kingdom
532092,22573,STAR WOODEN CHRISTMAS DECORATION,12,2010-11-10 15:51:00,0.85,18280.0,United Kingdom
533152,22383,LUNCH BAG SUKI  DESIGN ,2,2010-11-16 13:57:00,1.65,15005.0,United Kingdom
525755,22123,PING MICROWAVE APRON,2,2010-10-07 10:23:00,5.06,,United Kingdom
533067,22696,WICKER WREATH LARGE,3,2010-11-15 17:14:00,1.95,17284.0,United Kingdom
529813,22595,CHRISTMAS GINGHAM HEART,12,2010-10-31 11:09:00,0.85,13888.0,United Kingdom
538280,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,72,2010-12-10 12:50:00,1.69,12748.0,United Kingdom
530811,22865,HAND WARMER OWL DESIGN,2,2010-11-04 13:04:00,2.1,13137.0,United Kingdom
537896,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2010-12-09 10:33:00,3.75,18071.0,United Kingdom
527192,22046,TEA PARTY  WRAPPING PAPER ,25,2010-10-15 11:45:00,0.42,16746.0,United Kingdom
533000,22560,TRADITIONAL MODELLING CLAY,2,2010-11-15 14:49:00,1.25,16686.0,United Kingdom
537434,22024,RAINY LADIES BIRTHDAY CARD,1,2010-12-06 16:57:00,0.85,,United Kingdom
534163,22694,WICKER STAR ,10,2010-11-21 13:00:00,2.1,14512.0,United Kingdom
537034,21843,RED RETROSPOT CAKE STAND,2,2010-12-03 17:20:00,10.95,13081.0,United Kingdom
539958,47563A,RETRO LONGBOARD IRONING BOARD COVER,2,2010-12-23 13:26:00,3.36,,United Kingdom
528383,21114,LAVENDER SCENTED FABRIC HEART,10,2010-10-21 18:21:00,1.25,14686.0,United Kingdom
530422,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,2010-11-03 09:36:00,20.38,,United Kingdom
528615,21175,GIN + TONIC DIET METAL SIGN,1,2010-10-22 16:36:00,2.1,17231.0,United Kingdom
528919,20685,DOORMAT RED RETROSPOT,1,2010-10-25 14:27:00,7.95,16259.0,United Kingdom
534209,22983,CARD BILLBOARD FONT,72,2010-11-21 15:55:00,0.36,14146.0,United Kingdom
525317,22663,JUMBO BAG DOLLY GIRL DESIGN,2,2010-10-05 11:17:00,1.95,15311.0,United Kingdom
528954,22508,DOORSTOP RETROSPOT HEART,4,2010-10-26 08:11:00,3.75,14156.0,EIRE
539590,17091J,VANILLA INCENSE IN TIN,36,2010-12-20 13:21:00,0.38,14733.0,United Kingdom
